"","x"
"1",128
"2",0.3
"3",39
"4",0.052
"5",0.14
"6",0.044
"7",0.18
"8",0.38
"9",0.304
"10",0
"11",0
"12",0
"13",0.172
"14",0.008
"15",0.004
"16",0.292
"17",0.172
"18",0.108
