"","x"
"1",128
"2",0
"3",95
"4",0.048
"5",0.192
"6",0.192
"7",0.4
"8",0.456
"9",0.648
"10",0.9
"11",0.516
"12",0.928
"13",0.96
"14",0.48
"15",0.996
"16",0.62
"17",0.572
"18",0.656
