"","x"
"1",256
"2",0
"3",55
"4",0.996
"5",0.784
"6",0.992
"7",0.304
"8",1
"9",0.604
"10",0.252
"11",0.892
"12",0.588
"13",0.26
"14",0.932
"15",0.404
"16",0.216
"17",1
"18",0.892
