"","x"
"1",256
"2",0
"3",92
"4",0.556
"5",0.316
"6",0.216
"7",0.424
"8",0.332
"9",0.364
"10",0.352
"11",0.892
"12",0.272
"13",0.836
"14",0.916
"15",0.904
"16",0.996
"17",0.18
"18",0.512
