"","x"
"1",256
"2",0
"3",54
"4",0.18
"5",0.452
"6",0.884
"7",0.908
"8",0.612
"9",0.868
"10",0.84
"11",0.844
"12",0.772
"13",0.892
"14",0.896
"15",0.64
"16",0.912
"17",0.84
"18",0.952
