"","x"
"1",256
"2",0.2
"3",67
"4",0.032
"5",0.008
"6",0
"7",0
"8",0.032
"9",0.012
"10",0
"11",0.004
"12",0
"13",0.028
"14",0.316
"15",0.024
"16",0.076
"17",0.156
"18",0.068
