"","x"
"1",256
"2",0.3
"3",60
"4",0
"5",0.024
"6",0
"7",0.156
"8",0
"9",0.016
"10",0
"11",0
"12",0
"13",0
"14",0.084
"15",0
"16",0.024
"17",0.004
"18",0
