"","x"
"1",128
"2",0.1
"3",20
"4",0.668
"5",0.652
"6",0.272
"7",0.664
"8",0.564
"9",0.268
"10",0.66
"11",0.104
"12",0.2
"13",0.848
"14",0.672
"15",0.524
"16",0.488
"17",0.728
"18",0.432
