"","x"
"1",256
"2",0
"3",10
"4",0.308
"5",0.952
"6",0.204
"7",0.844
"8",0.608
"9",0.116
"10",0.02
"11",0.428
"12",0.084
"13",0.152
"14",0.144
"15",0.008
"16",0.572
"17",0.804
"18",0.444
