"","x"
"1",128
"2",0
"3",51
"4",0.9
"5",0.836
"6",0.932
"7",0.792
"8",0.292
"9",0.38
"10",0.476
"11",0.468
"12",0.384
"13",0.152
"14",0.812
"15",0.912
"16",0.1
"17",0.248
"18",0.152
