"","x"
"1",128
"2",0
"3",68
"4",0.072
"5",0.972
"6",0.024
"7",0.4
"8",0.152
"9",0.364
"10",0.856
"11",0.38
"12",0.736
"13",0.232
"14",0.852
"15",0.552
"16",0.116
"17",0.78
"18",0.932
