"","x"
"1",256
"2",0
"3",87
"4",0.816
"5",0.952
"6",0.912
"7",0.176
"8",0.468
"9",0.396
"10",0.176
"11",0.06
"12",0.064
"13",0.42
"14",0.824
"15",0.116
"16",0.8
"17",0.7
"18",0.896
