"","x"
"1",128
"2",0.2
"3",66
"4",0.012
"5",0.088
"6",0.036
"7",0.372
"8",0.292
"9",0.884
"10",0.008
"11",0.008
"12",0.004
"13",0.108
"14",0.12
"15",0.024
"16",0.332
"17",0.02
"18",0.388
