"","x"
"1",128
"2",0
"3",4
"4",0.072
"5",0.192
"6",0.232
"7",0.78
"8",0.868
"9",0.288
"10",0.484
"11",0.064
"12",0.756
"13",0.62
"14",0.032
"15",0.132
"16",0.132
"17",0.5
"18",0.32
