"","x"
"1",128
"2",0
"3",85
"4",0.344
"5",0.164
"6",0.72
"7",0.56
"8",0.912
"9",0.92
"10",0.212
"11",0.384
"12",0.58
"13",0.528
"14",0.612
"15",0.912
"16",0.268
"17",0.552
"18",0.984
