"","x"
"1",128
"2",0
"3",42
"4",0.34
"5",0.984
"6",0.784
"7",0.844
"8",0.152
"9",0.788
"10",0.148
"11",0.972
"12",0.148
"13",0.004
"14",0.472
"15",0.092
"16",0.636
"17",0.064
"18",0.672
