"","x"
"1",128
"2",0.4
"3",96
"4",0
"5",0.04
"6",0
"7",0.38
"8",0.108
"9",0.004
"10",0
"11",0
"12",0
"13",0
"14",0.004
"15",0
"16",0
"17",0.068
"18",0
