"","x"
"1",256
"2",0
"3",97
"4",0.66
"5",0.896
"6",0.252
"7",0.252
"8",0.092
"9",0.144
"10",0.308
"11",0.264
"12",0.184
"13",0.316
"14",0.292
"15",0.34
"16",0.9
"17",0.512
"18",0.516
