"","x"
"1",256
"2",0.1
"3",77
"4",0.136
"5",0.332
"6",0.024
"7",0.52
"8",0.724
"9",0.672
"10",0.008
"11",0.088
"12",0
"13",0.096
"14",0.256
"15",0.052
"16",0.584
"17",0.524
"18",0.832
