"","x"
"1",256
"2",0
"3",26
"4",0.104
"5",0.62
"6",0.236
"7",0.696
"8",0.728
"9",0.76
"10",0.408
"11",0.848
"12",0.352
"13",0.892
"14",0.684
"15",0.964
"16",0.328
"17",0.34
"18",0.564
