"","x"
"1",256
"2",0.5
"3",96
"4",0
"5",0
"6",0
"7",0.004
"8",0.008
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0.004
"15",0
"16",0
"17",0
"18",0
