"","x"
"1",256
"2",0
"3",60
"4",0.472
"5",0.472
"6",0.704
"7",0.548
"8",0.148
"9",0.692
"10",0.796
"11",0.5
"12",0.856
"13",0.424
"14",0.804
"15",0.748
"16",0.468
"17",0.44
"18",0.98
