"","x"
"1",256
"2",0.3
"3",11
"4",0
"5",0.012
"6",0
"7",0.02
"8",0.088
"9",0.028
"10",0
"11",0
"12",0
"13",0
"14",0.028
"15",0
"16",0.012
"17",0.052
"18",0
