"","x"
"1",128
"2",0.1
"3",22
"4",0.072
"5",0.16
"6",0.268
"7",0.632
"8",0.516
"9",0.972
"10",0.012
"11",0.232
"12",0.004
"13",0.192
"14",0.144
"15",0.012
"16",0.12
"17",0.156
"18",0.048
