"","x"
"1",256
"2",0.1
"3",5
"4",0.372
"5",0.3
"6",0.028
"7",0.12
"8",0.316
"9",0.192
"10",0.016
"11",0.12
"12",0.02
"13",0.004
"14",0.244
"15",0
"16",0.596
"17",0.4
"18",0.308
