"","x"
"1",128
"2",0
"3",83
"4",0.652
"5",0.828
"6",0.364
"7",0.092
"8",0.124
"9",0.02
"10",0.796
"11",0.948
"12",0.56
"13",0.54
"14",0.4
"15",0.848
"16",0.944
"17",0.54
"18",0.316
