"","x"
"1",256
"2",0
"3",90
"4",0.644
"5",0.86
"6",0.2
"7",0.824
"8",0.804
"9",0.696
"10",0.888
"11",0.08
"12",0.396
"13",0.16
"14",0.884
"15",0.54
"16",0.848
"17",0.348
"18",0.804
