"","x"
"1",128
"2",0
"3",90
"4",0.832
"5",0.7
"6",0.808
"7",0.072
"8",0.456
"9",0.544
"10",0.82
"11",0.432
"12",0.708
"13",0.328
"14",0.076
"15",0.564
"16",0.132
"17",0.132
"18",0.024
