"","x"
"1",128
"2",0
"3",72
"4",0.524
"5",0.304
"6",0.092
"7",0.676
"8",0.468
"9",0.36
"10",0.836
"11",0
"12",0.812
"13",0.48
"14",0.672
"15",0.1
"16",0.864
"17",0.288
"18",0.152
