"","x"
"1",128
"2",0
"3",61
"4",0.568
"5",0.58
"6",0.46
"7",0.18
"8",0.296
"9",0.076
"10",0.624
"11",0.38
"12",0.86
"13",0.336
"14",0.056
"15",0.024
"16",0.84
"17",0.648
"18",0.276
