"","x"
"1",128
"2",0
"3",26
"4",0.796
"5",0.868
"6",0.412
"7",0.74
"8",0.088
"9",0.728
"10",0.552
"11",0.384
"12",0.872
"13",0.028
"14",0.48
"15",0.02
"16",0.664
"17",0.036
"18",0.624
