"","x"
"1",256
"2",0
"3",33
"4",0.132
"5",0.396
"6",0.032
"7",0.312
"8",0.128
"9",0.344
"10",0.924
"11",0.856
"12",0.808
"13",0.14
"14",0.328
"15",0.84
"16",0.028
"17",0.168
"18",0.016
