"","x"
"1",256
"2",0.3
"3",6
"4",0
"5",0.044
"6",0
"7",0.064
"8",0.024
"9",0.052
"10",0
"11",0
"12",0
"13",0
"14",0.004
"15",0
"16",0.004
"17",0.084
"18",0
