"","pat","n","tau","true","fmi","jmi","emi"
"1",3,256,0,0,0.000306353302088502,0.00198747036379033,-0.0417232893824774
"2",3,256,0,0,0.000804662923239496,0.00200172942494194,-0.0211967164111334
"3",3,256,0,0,0.00389809886097009,0.00494711974631727,-0.0189308625351121
"4",3,256,0,0,0.00222738765500474,0.00200795166114619,-0.00345740996225722
"5",3,256,0,0,0.00562193467799144,0.0138758072493877,-0.00943348102606244
"6",3,256,0,0,0.000327933237068478,0.00419801198023681,-0.00877825920045241
"7",3,256,0,0,0.0030183380860897,0.0170572106530392,0.00744801635384679
"8",3,256,0,0,0.000714248880242518,0.00201152730488135,-0.0280007763390627
"9",3,256,0,0,0.000494384840650675,0.0019863059834869,-0.0290032705648197
"10",3,256,0,0,0.000703102970047498,0.00203746729838894,-0.0193256898139346
"11",3,256,0,0,0.00341561096657439,0.0137087422700734,-0.0109105089682695
"12",3,256,0,0,0.0038195936035747,0.0361210678753145,0.00322010109245042
"13",3,256,0,0,0.00121168420825141,0.0595769703685984,0.00261145710732013
"14",3,256,0,0,0.002196714789439,0.00276141131799499,-0.0221109070496043
"15",3,256,0,0,7.58350919963791e-05,0.00203293408548496,-0.0259982860842508
"16",3,256,0,0,0.00281055818096487,0.00394238504714054,-0.0251979780688837
"17",3,256,0,0,0.00467954717435265,0.00183805386291366,-0.013082767244353
"18",3,256,0,0,0.00282060184194882,0.00251139999232763,-0.0191770773528987
"19",3,256,0,0,0.00242487723663681,0.0202942616930265,-0.0074346766307614
"20",3,256,0,0,0.000620635309425965,0.00201990942783019,-0.0275183840568973
"21",3,256,0,0,0.00389894141690056,0.120808067451509,0.0120215021010992
"22",3,256,0,0,0.000882838417148368,0.00203859669019987,-0.0263316112559196
"23",3,256,0,0,0.000940470900922252,0.00288889226941342,-0.0255868643626476
"24",3,256,0,0,0.00117707087018137,0.00198912118385043,-0.0250763125052922
"25",3,256,0,0,0.000952947217216671,0.00208406027525877,-0.0182546975801933
"26",3,256,0,0,0.00143133432899245,0.00199238082678237,-0.0211306775099725
"27",3,256,0,0,0.00477182564766254,0.00832572913975305,-0.0147980780404395
"28",3,256,0,0,0.0036478431594883,0.0584120377619753,-0.0048937532809551
"29",3,256,0,0,0.0028050417624188,0.016884802513088,0.0102112421401523
"30",3,256,0,0,0.0134656882557647,0.0324170146298352,-0.00399987157131343
"31",3,256,0,0,0.000881282575751541,0.00865193718760637,-0.0140187689812998
"32",3,256,0,0,0.0020948152104957,0.0037169640587967,-0.0145825925513695
"33",3,256,0,0,0.00219745616758782,0.00839774218591376,-0.0151739525773805
"34",3,256,0,0,0.00513031307379885,0.0120167948743583,-0.0185191716438696
"35",3,256,0,0,0.00251201152272673,0.179414618772353,0.0212132248914617
"36",3,256,0,0,0.00202367442124629,0.00196181819725168,-0.0282624526175297
"37",3,256,0,0,0.00833898953574835,0.0471399569845739,-0.0117632899319015
"38",3,256,0,0,0.00189350849443753,0.00205873218071371,-0.016704020712809
"39",3,256,0,0,0.00348181950105847,0.00187725494950591,-0.0184680229114132
"40",3,256,0,0,0.00367424075580158,0.00187005150603901,-0.0206256763686132
"41",3,256,0,0,0.0036238272540649,0.00291397087363312,-0.0288756163511217
"42",3,256,0,0,0.00254272404007494,0.00254828342314465,-0.0296716815296493
"43",3,256,0,0,0.00357989488313132,0.00743299890709988,-0.0110292350739419
"44",3,256,0,0,0.00048139818596582,0.00416346064205799,-0.0215895825277341
"45",3,256,0,0,0.00390692618794553,0.00351083461275533,-0.0273982209995076
"46",3,256,0,0,0.00211470115917139,0.00222718811629932,-0.0313547299125555
"47",3,256,0,0,0.00162008797685959,0.00193407181842141,-0.0254548861873567
"48",3,256,0,0,0.00362220274662634,0.00303074373108465,-0.0238733460443542
"49",3,256,0,0,0.00266534400842322,0.0019388203689188,-0.00465082306183674
"50",3,256,0,0,0.00218541706106917,0.0350365315106416,0.0137132190434714
"51",3,256,0,0,0.00970415941880473,0.0510307325547179,0.013488257582157
"52",3,256,0,0,0.0063689564714573,0.0895112954736729,0.0159011622510381
"53",3,256,0,0,0.00549118908373103,0.0157510749476815,-0.00361539607930811
"54",3,256,0,0,0.000295843918204197,0.0020826939955892,-0.017235135245021
