"","pat","n","tau","true","fmi","jmi","emi"
"1",1,64,0.1,0.012,0.00151262444810663,0.126876689796428,0.0247373695686704
"2",1,64,0.1,0.012,0.0104294313268396,0.163460337091502,0.106088209391982
"3",1,64,0.1,0.012,0.0100814356487071,0.00794784995936465,0.0409091754873585
"4",1,64,0.1,0.012,0.0117911698736992,0.104287121809205,0.093256095945558
"5",1,64,0.1,0.012,0.0109124605263028,0.00782416674049828,-0.00314466441761955
"6",1,64,0.1,0.012,0.0461585703096046,0.0872925634157413,0.108470625023
"7",1,64,0.1,0.012,0.0253143640125423,0.0740499936963578,0.0882319797907493
"8",1,64,0.1,0.012,0.000891004739186518,0.00817612725478676,-0.00851730234021936
"9",1,64,0.1,0.012,0.0304771588122964,0.270903537144737,0.106249740355419
"10",1,64,0.1,0.012,0.0335213284204844,0.35566183796929,0.0958291461509931
"11",1,64,0.1,0.012,0.00199612509356761,0.00807350003119358,0.0404932750959307
"12",1,64,0.1,0.012,0.0249602674848906,0.152941980335728,0.0847929015870344
"13",1,64,0.1,0.012,0.00318238250254005,0.00831549049634011,0.00545143672489198
"14",1,64,0.1,0.012,0.00413195902262703,0.0589196859376869,0.0494904407714917
"15",1,64,0.1,0.012,0.00776916475285983,0.0655002831278036,0.0635376251339266
"16",1,64,0.1,0.012,0.0099934793905706,0.0319082801085524,0.0518202472709573
"17",1,64,0.1,0.012,0.00293899526792052,0.0442838304358638,0.0641403941365145
"18",1,64,0.1,0.012,0.00595820589235885,0.0634502913894406,0.0762672772429518
"19",1,64,0.1,0.012,0.0116671076816286,0.0620477791286966,0.0512178263101023
"20",1,64,0.1,0.012,0.0142406003124795,0.00773943932157746,-0.00589009695421985
"21",1,64,0.1,0.012,0.00637603532596009,0.00793614791335732,0.0110550965909224
"22",1,64,0.1,0.012,0.0076373590066911,0.0144547143951942,0.0577015512265934
"23",1,64,0.1,0.012,0.0327511642572992,0.0496145070326148,0.0517675015755534
"24",1,64,0.1,0.012,0.000122817975312939,0.00811466746527445,-0.00454647896172214
"25",1,64,0.1,0.012,0.0102385010732664,0.141063515934135,0.104244043980709
"26",1,64,0.1,0.012,0.0156752235240942,0.0303104457072718,0.0566356737471374
"27",1,64,0.1,0.012,0.0160266502677854,0.046891964777861,0.0707344759304092
"28",1,64,0.1,0.012,0.0118115487059716,0.00781196248013319,0.0267665275867174
