"","pat","n","tau","true","fmi","jmi","emi"
"1",3,128,0,0,0.00438831000314338,0.0214591859202043,0.0285158018450123
"2",3,128,0,0,0.00422334711620881,0.0111840380129198,0.0118762233417794
"3",3,128,0,0,0.000361852083229919,0.00397269862914159,-0.0270691538771757
"4",3,128,0,0,0.00403683544150446,0.00425050957016519,-0.014051203492743
"5",3,128,0,0,0.000672843950249136,0.175763556514707,0.0242012030360859
"6",3,128,0,0,0.0183195564775889,0.0273906483664741,0.0202526151432318
"7",3,128,0,0,0.000768938972384448,0.00406330328245393,-0.00137934975604353
"8",3,128,0,0,0.00330489125557787,0.00393834086363465,-0.0187098652456046
"9",3,128,0,0,0.00274193664972394,0.00418384733330941,-0.010797015507786
"10",3,128,0,0,0.00465904239462345,0.0963736131414385,0.0228294740312125
"11",3,128,0,0,0.00627947335928225,0.00380245996328773,-0.0139969784867765
"12",3,128,0,0,0.000387374107793992,0.00424641905451222,-0.004607163861923
"13",3,128,0,0,1.67989229110654e-05,0.0349078973834187,0.0128314847212123
"14",3,128,0,0,0.00188421022563934,0.00415148239249269,-0.00593491416409089
"15",3,128,0,0,0.0055829716552378,0.00374229943119103,-0.0292482330223131
"16",3,128,0,0,0.00577848537208686,0.00388244075843187,0.00836914303618677
"17",3,128,0,0,0.00110674739875882,0.00411592022729176,-0.00883505786014916
"18",3,128,0,0,0.00687416519554218,0.00387983013775075,-0.00202628546482477
"19",3,128,0,0,0.00157624361446018,0.00413207077050133,0.00116967902952699
"20",3,128,0,0,0.000622348301298592,0.00439220019631812,-0.00647686444961706
"21",3,128,0,0,0.000182742045492457,0.116722037259234,0.0194949215284748
"22",3,128,0,0,0.000454100831610627,0.00407177051934729,-0.0090119928447995
"23",3,128,0,0,0.000501417155160111,0.00408191508169755,-0.0175324450409852
"24",3,128,0,0,0.000394189936493206,0.135868268121155,0.0581419839052817
"25",3,128,0,0,0.00378965949247578,0.0290390716184628,0.0252154555274663
"26",3,128,0,0,0.0070392010242043,0.132247314884173,0.0106917542532545
"27",3,128,0,0,0.00386027437742675,0.0038651028593456,-0.0216272082259772
"28",3,128,0,0,0.00400718543362411,0.00380796730415111,-0.0442171246552168
"29",3,128,0,0,0.00279282760937921,0.0920406261271935,0.0150140076539096
"30",3,128,0,0,0.001637559513822,0.00822869245214669,0.0212488435450989
"31",3,128,0,0,0.00399732563280214,0.026139838251829,0.0192685020999881
"32",3,128,0,0,0.00537083828641227,0.00392505217317512,3.51613543505127e-05
"33",3,128,0,0,0.00648499666744312,0.00377390048634361,-0.0134039523792994
"34",3,128,0,0,0.00177609778850951,0.00407472417069734,-0.0193213012532342
"35",3,128,0,0,0.00477828035860328,0.0038936115563395,-0.0295073223460276
"36",3,128,0,0,0.00403586638421327,0.0139480882556539,0.0118154943599473
"37",3,128,0,0,0.00137945312205606,0.00642841183036854,-0.000748034538634043
"38",3,128,0,0,0.0058552027998095,0.0104036563484318,0.0057816196519218
"39",3,128,0,0,0.00381351146410236,0.00391221475815548,-0.00884633329725324
"40",3,128,0,0,0.00177427867699753,0.00999199775282883,0.0298455663350622
"41",3,128,0,0,0.00723027390096442,0.00374243189072076,-0.0208617581038616
"42",3,128,0,0,0.000837852255110849,0.00411948489282285,-0.0222852898746321
"43",3,128,0,0,0.0028274008334484,0.00395219316231372,0.00453795097269839
"44",3,128,0,0,0.00258378633033457,0.00395357575001167,-0.0270336146915341
"45",3,128,0,0,0.00720755921488869,0.0832645953935865,0.0744365306970345
"46",3,128,0,0,0.00601345638920991,0.00501887083849751,0.00583769865986569
"47",3,128,0,0,0.00174235176373738,0.0247400863239821,0.026353905194074
"48",3,128,0,0,0.000761442729411921,0.00405786899615132,-0.0239410692425447
"49",3,128,0,0,0.00228133966490057,0.0040188229028657,-0.0134116940281653
"50",3,128,0,0,0.00778195128913162,0.00384266463050099,0.0273607690096467
"51",3,128,0,0,0.00389152805146631,0.00738284331769525,0.00457388127401939
"52",3,128,0,0,0.00414643782123181,0.00390271328354146,-0.017906177157399
"53",3,128,0,0,0.00801490583122089,0.377147044648951,0.0491280125694482
"54",3,128,0,0,0.00184498041677755,0.0140326680154843,0.0202759438123303
"55",3,128,0,0,0.0029627154596335,0.0144059742739588,0.0333504563587146
"56",3,128,0,0,0.000855285161254715,0.00411705402538597,-0.0199240831238843
"57",3,128,0,0,0.00711581927686611,0.0380302118053805,0.0248290425247977
"58",3,128,0,0,0.000211608028895749,0.00406949961144505,-0.0180620764359161
"59",3,128,0,0,0.00614684362277085,0.0314791340348787,0.0276592013497577
"60",3,128,0,0,0.00474674673359449,0.0039431698671397,0.00686053714838731
"61",3,128,0,0,0.0100099872811245,0.0204995210440466,0.0140546387030871
"62",3,128,0,0,0.00256622800905998,0.00408876445780775,0.00826592254433948
"63",3,128,0,0,0.0042752422426437,0.00387594258782303,-0.0145037397680682
"64",3,128,0,0,0.000797966595163069,0.00486058011273274,-0.0164859923458516
"65",3,128,0,0,0.00165525344090278,0.00401612844525982,-0.0162410191278774
"66",3,128,0,0,0.00384788546974807,0.0150621099265182,0.0248264927061014
"67",3,128,0,0,0.00441952911223809,0.00382111477714035,-0.0355009250864471
"68",3,128,0,0,0.0047458627235013,0.00392720356913467,-0.0176838628459804
"69",3,128,0,0,0.000682090172975602,0.00398716396520516,-0.031643296703433
"70",3,128,0,0,0.00575002101509148,0.00382353308263207,-0.0203494763298824
"71",3,128,0,0,0.00564848042244442,0.00812242421882617,0.00402250225619767
"72",3,128,0,0,0.00419671753918005,0.00393409290861823,0.0123414884332154
"73",3,128,0,0,0.00524673159042555,0.00379769317847521,-0.0341332824093078
"74",3,128,0,0,0.00834561825388702,0.0116597549820296,-0.00634179457858092
"75",3,128,0,0,0.00730428227707697,0.00387204115723897,0.00140828610221655
"76",3,128,0,0,0.00433038799644764,0.00389821461933407,0.00862477427581627
"77",3,128,0,0,0.0036273584888164,0.00826083320602809,0.00352738097563361
"78",3,128,0,0,0.0078864255605593,0.0968034720889474,0.0420146045303526
"79",3,128,0,0,0.000351169492596948,0.0255723962206592,0.0210117500710471
"80",3,128,0,0,0.00527245056592779,0.00382412777970258,0.00402247120686011
"81",3,128,0,0,0.001320640867148,0.00393326126985033,-0.0311579350611812
"82",3,128,0,0,0.00165025206884517,0.00392586463265645,-0.0304705385423182
"83",3,128,0,0,0.000839907690196207,0.0863950626543815,0.0140835130189612
"84",3,128,0,0,0.00229814815926621,0.00417140932492058,-0.0305200235549507
"85",3,128,0,0,0.00572633944257844,0.00379359105151843,-0.0252136802265558
"86",3,128,0,0,0.00475634432850403,0.0729001790665682,0.0406141947349556
"87",3,128,0,0,0.00394963976151658,0.00614636826694478,-0.0075891970435286
"88",3,128,0,0,0.00667090843521567,0.0350956992705693,0.00763656380185501
"89",3,128,0,0,0.00156977408248887,0.00407985760853175,-0.0254565180238682
"90",3,128,0,0,0.00145449771405715,0.00393822470264222,-0.0398240517303997
"91",3,128,0,0,0.000542545132124594,0.00404968508234828,0.0100191557116246
"92",3,128,0,0,0.00800121355523414,0.00370650338495552,0.00361066546951807
"93",3,128,0,0,0.00356156903410393,0.00735565861550993,-0.0178878705176223
"94",3,128,0,0,0.00684690195310866,0.00386315514352688,0.00709951490129466
"95",3,128,0,0,0.00869653886751331,0.00772634488305358,-0.00831982285583668
"96",3,128,0,0,0.00307881560147172,0.00482490549476302,0.0081615925502685
"97",3,128,0,0,0.00278945296013799,0.0518184311978318,0.0171284403333661
"98",3,128,0,0,0.00423032633489484,0.0120975890196202,-0.002922280063273
"99",3,128,0,0,0.00476647865272517,0.0202469606861798,0.0148815857246608
"100",3,128,0,0,0.00806271273888026,0.0037267814424402,0.00277953755255224
"101",3,128,0,0,0.00145904826344012,0.00407715339525941,0.00015178180796817
"102",3,128,0,0,0.0136902971540551,0.199988746642634,0.0803698928514471
"103",3,128,0,0,0.00191594607712803,0.00395917923123013,-0.0201500908819513
"104",3,128,0,0,0.00124032831500587,0.00410722292165473,-0.0163251453608925
"105",3,128,0,0,0.00354274354923234,0.00388307547737308,-0.0287613685325952
"106",3,128,0,0,0.00163531216668955,0.0107303765340193,0.0277229918946737
"107",3,128,0,0,0.00259998203338069,0.00399424914266503,-0.0188568104863972
"108",3,128,0,0,0.00646028207101951,0.00532515161765779,-0.0213496928798777
"109",3,128,0,0,0.00104701938224377,0.00415577961570266,-0.0268627277836029
"110",3,128,0,0,0.00220706992229835,0.00400995012644227,-0.0138153818822164
"111",3,128,0,0,0.00737805354048493,0.00371588853024635,-0.0156934422418254
"112",3,128,0,0,0.00214965555932545,0.170324081308055,0.0192341571380261
"113",3,128,0,0,0.00229625643786008,0.0604280593435564,0.0674299156384513
"114",3,128,0,0,0.00390697791711786,0.0270186810491557,0.0206816229288259
"115",3,128,0,0,0.000777651796207202,0.00465884493787406,0.00452193335200156
"116",3,128,0,0,0.00411220910071247,0.00711861140737248,0.00309789514596098
"117",3,128,0,0,0.00160813584353992,0.0126594223934852,0.0268392726331588
"118",3,128,0,0,0.00364018532521282,0.00398604490373579,0.00338727273992385
