"","pat","n","tau","true","fmi","jmi","emi"
"1",1,256,0.6,0.531,0.642264684340941,0.643101631713132,0.616617303526906
"2",1,256,0.6,0.531,0.520521313696836,0.581583440818749,0.52193962690779
"3",1,256,0.6,0.531,0.576076544915447,0.593022556164621,0.554402869724898
"4",1,256,0.6,0.531,0.64904803020274,0.634344436666816,0.611820913258421
"5",1,256,0.6,0.531,0.683738636035527,0.758604459692962,0.631197752159013
"6",1,256,0.6,0.531,0.582510324038635,0.746967850643045,0.607392175397828
"7",1,256,0.6,0.531,0.61379093059643,0.673899317647841,0.651220816562154
"8",1,256,0.6,0.531,0.658371161548457,0.755071106412637,0.619758219007778
"9",1,256,0.6,0.531,0.543982312833163,0.497245990565588,0.497126107313179
"10",1,256,0.6,0.531,0.585071014127824,0.563012750698832,0.492044172990579
"11",1,256,0.6,0.531,0.523508925736146,0.576526230784757,0.512839192770331
"12",1,256,0.6,0.531,0.626840357888681,0.632024228355803,0.586600244778293
"13",1,256,0.6,0.531,0.501102635325642,0.544669451173171,0.466435799067377
"14",1,256,0.6,0.531,0.622439943775391,0.627769891027264,0.600303538788443
"15",1,256,0.6,0.531,0.594922714643228,0.575403194465715,0.500531769173257
"16",1,256,0.6,0.531,0.530246227073846,0.610317735400099,0.556786981598843
"17",1,256,0.6,0.531,0.598716862263993,0.774143867655178,0.64195409670122
"18",1,256,0.6,0.531,0.610645444955912,0.630894451343197,0.598194769840587
"19",1,256,0.6,0.531,0.49336323442293,0.546724777152541,0.459827501251059
"20",1,256,0.6,0.531,0.547768753406981,0.488637780102863,0.48311531463029
"21",1,256,0.6,0.531,0.546197932009379,0.600278401464352,0.565711814355208
"22",1,256,0.6,0.531,0.645812519085811,0.664912359462568,0.642603287946871
"23",1,256,0.6,0.531,0.572879474247267,0.711196798888468,0.550489110896706
"24",1,256,0.6,0.531,0.526124262916978,0.46665413332359,0.473697630804626
"25",1,256,0.6,0.531,0.552216449522521,0.609489218474154,0.555021444259343
"26",1,256,0.6,0.531,0.585276773259142,0.603342180863227,0.555677595876767
"27",1,256,0.6,0.531,0.645625897568941,0.632399509291945,0.595691196383854
"28",1,256,0.6,0.531,0.52452429222727,0.618487913570001,0.568125581064359
"29",1,256,0.6,0.531,0.58175682003736,0.494169182933302,0.490435059939757
"30",1,256,0.6,0.531,0.558558577019517,0.648928784961744,0.599376647657181
"31",1,256,0.6,0.531,0.519498706055652,0.610333883511529,0.556374066514142
"32",1,256,0.6,0.531,0.57605083321575,0.529314264645254,0.547372623724102
"33",1,256,0.6,0.531,0.53977713954304,0.552986626156821,0.475607962361444
"34",1,256,0.6,0.531,0.622362536760985,0.656934109104835,0.628535466649714
"35",1,256,0.6,0.531,0.49656233992306,0.602343805645238,0.543944325396194
"36",1,256,0.6,0.531,0.521818423058053,0.585711658176102,0.5327368170907
"37",1,256,0.6,0.531,0.558727351506135,0.623458071882661,0.583972355672436
"38",1,256,0.6,0.531,0.568446470813531,0.63855118220573,0.615349698084497
"39",1,256,0.6,0.531,0.637853906268967,0.656421276978094,0.6368746784921
"40",1,256,0.6,0.531,0.52623226109519,0.705640697879747,0.538116680880976
"41",1,256,0.6,0.531,0.591014333895923,0.743605715873113,0.554931644860541
"42",1,256,0.6,0.531,0.520120762779377,0.488459867177791,0.483323120195849
"43",1,256,0.6,0.531,0.50809170990276,0.581938282312654,0.513949472248234
