"","pat","n","tau","true","fmi","jmi","emi"
"1",2,64,0,0,0.00567669178022212,0.0256838549713367,0.0467928356260994
"2",2,64,0,0,0.00137123049019044,0.361991066571149,0.0883090263195023
"3",2,64,0,0,0.00461651516290462,0.0147358948255042,0.0147694289412049
"4",2,64,0,0,0.0355884022694226,0.0468003811193155,0.0693374250364597
"5",2,64,0,0,0.0319755430194315,0.418498550400874,0.277961816664841
"6",2,64,0,0,0.00861525886791226,0.00793720707882931,0.00139929835097328
"7",2,64,0,0,0.015527471032297,0.0243188359822895,0.0365648866182578
"8",2,64,0,0,0.00894495099157255,0.195697801578952,0.0854543579970385
"9",2,64,0,0,0.0103719754665282,0.0127430275659823,0.0300493358801844
"10",2,64,0,0,0.00655360929878279,0.179178153944928,0.0854285883788293
"11",2,64,0,0,0.00176175797410749,0.00823345696485373,0.0307082852185973
"12",2,64,0,0,0.00170964244532046,0.00799645893379131,-0.0127791341277687
"13",2,64,0,0,0.00236290775806675,0.00817609572764262,-0.000602321049789069
"14",2,64,0,0,0.0289538481132202,0.130786794818693,0.118323011506167
"15",2,64,0,0,0.00985765871846322,0.11054733626193,0.0797372430159454
"16",2,64,0,0,0.000947936375201353,0.0328526282509971,0.0585379189589944
"17",2,64,0,0,0.003202568129062,0.0763696891471009,0.0612745802746124
"18",2,64,0,0,0.00350454556904667,0.00796123958277608,-0.0251683517843106
"19",2,64,0,0,0.00390393223483471,0.247478203443944,0.0650950587415761
"20",2,64,0,0,0.00672831691073411,0.00799572844306262,0.0223855401251307
"21",2,64,0,0,0.00912577465015635,0.00789258445817707,0.0117150238262223
"22",2,64,0,0,0.00857723463152837,0.00785733651828693,-0.00594768794588983
"23",2,64,0,0,0.00652360267727409,0.0256615670616861,0.0805174014214829
"24",2,64,0,0,0.0149651308857516,0.00774304667683191,0.0278895490613693
"25",2,64,0,0,0.00238041709819098,0.0393169557535988,0.0865817276133942
"26",2,64,0,0,0.00591758226133882,0.248138289821973,0.106794044797243
"27",2,64,0,0,0.00435023825098185,0.00799257717463628,-0.00655229897579521
"28",2,64,0,0,0.0290291313606888,0.0685746502656774,0.0602663845864861
"29",2,64,0,0,0.00418241005578424,0.0107774152745294,0.0322656984535118
"30",2,64,0,0,0.00720135369592745,0.0202648816113202,0.0409842078092026
"31",2,64,0,0,0.00018914572780554,0.00812193643260247,-0.00341180428796346
"32",2,64,0,0,0.0192490117388,0.251291825913114,0.089276685247242
"33",2,64,0,0,0.00259259406729317,0.0844147831562308,0.0738385619304845
"34",2,64,0,0,0.0218222379165102,0.170875737216662,0.0569425218461731
"35",2,64,0,0,0.00215258624605597,0.00795228246834287,-0.0222387145115942
"36",2,64,0,0,0.00724634854203843,0.00778564559191081,-0.0334876787699811
"37",2,64,0,0,0.00277485434714797,0.00812917163235319,0.0549568949214477
"38",2,64,0,0,0.0054656625492428,0.00807193719352009,-0.0147744744348933
"39",2,64,0,0,0.0157303638873824,0.0285450192938553,0.0504746913335263
"40",2,64,0,0,0.0322678987629696,0.0305034227988861,0.0320920986827714
"41",2,64,0,0,0.000348263901453427,0.169956196264286,0.0350731907281548
"42",2,64,0,0,0.014730827209432,0.0216870315626153,0.0325886865823922
"43",2,64,0,0,5.15233810590709e-05,0.46725230259331,0.0408034350405728
"44",2,64,0,0,0.00425019641904356,0.00828007663172583,0.0182871934832831
"45",2,64,0,0,0.0675653311309989,0.168861620061441,0.148966634330084
"46",2,64,0,0,0.00527662634148357,0.00795362119183335,0.0196730572828503
"47",2,64,0,0,0.00497962335446572,0.136651115570556,0.0585679576240317
"48",2,64,0,0,0.00111321759408328,0.0655188085821452,0.0787861158696932
"49",2,64,0,0,0.0121762173018342,0.340828819273316,0.0832119687346311
"50",2,64,0,0,0.00925218387431004,0.00782430064145407,-0.0153639241142997
"51",2,64,0,0,0.00162786023729911,0.00821612823162424,0.0344274890017977
"52",2,64,0,0,0.000276261534310318,0.00823363919067387,0.00174312234896908
"53",2,64,0,0,0.00938218028261295,0.00773549855573008,-0.0253372427686557
"54",2,64,0,0,0.00604178684134882,0.00991587656444485,0.0173554439594119
"55",2,64,0,0,0.000326210299529617,0.0439503453127174,0.0567179014307158
"56",2,64,0,0,0.0102952755231606,0.0080138168576198,0.050112565016795
"57",2,64,0,0,0.0124267214752236,0.00780526021770275,0.0129350837540031
"58",2,64,0,0,0.00493926428697961,0.00797341264221176,0.00943043729038004
"59",2,64,0,0,0.0040337180693088,0.00812239109102688,0.0218388467411117
"60",2,64,0,0,0.0013149053552457,0.0302678810051113,0.0395277128017817
"61",2,64,0,0,0.0147001918157124,0.00767731089316464,0.0187316223461898
"62",2,64,0,0,0.00824106223616955,0.045167625320422,0.0726660057878242
"63",2,64,0,0,0.0147248631930144,0.00782759551218163,0.0436197299305985
"64",2,64,0,0,0.00867029781152001,0.00804345667085121,0.0145511934898319
"65",2,64,0,0,0.00598589397269089,0.233977035194837,0.0690195569743381
"66",2,64,0,0,0.00999720722601571,0.00787165093714141,0.0119020850891315
"67",2,64,0,0,0.0101223938166691,0.00810203474775585,0.0281725152985222
"68",2,64,0,0,0.00209525616325107,0.241937368349788,0.046658686043694
