"","pat","n","rho","true","fmi","jmi","emi"
"1",1,512,0.6,0.413339286592234,0.442559127293939,0.743824670094084,0.411129621068898
"2",1,512,0.6,0.413339286592234,0.360014541928083,0.567940907682058,0.329506919432519
"3",1,512,0.6,0.413339286592234,0.366906259400196,0.733331445859524,0.375956415670504
"4",1,512,0.6,0.413339286592234,0.406007939076313,0.589255894858556,0.378453957597007
"5",1,512,0.6,0.413339286592234,0.392809082173287,0.735995928420274,0.390216563944153
"6",1,512,0.6,0.413339286592234,0.393229678048668,0.741854362108463,0.390639311942645
"7",1,512,0.6,0.413339286592234,0.444668104568366,0.719799270855102,0.380081908539309
"8",1,512,0.6,0.413339286592234,0.412682135221658,0.743989072136087,0.383923947010789
"9",1,512,0.6,0.413339286592234,0.420495670028296,0.784364465009651,0.424952833871483
"10",1,512,0.6,0.413339286592234,0.4249216970305,0.59323773730421,0.385574512063564
"11",1,512,0.6,0.413339286592234,0.45884108830853,0.751034365795815,0.434470940938759
"12",1,512,0.6,0.413339286592234,0.376737425042986,0.759383642584297,0.375566882562168
"13",1,512,0.6,0.413339286592234,0.438348261821317,0.748407104185504,0.418485719992695
"14",1,512,0.6,0.413339286592234,0.348005449590073,0.716628329952566,0.326943917567751
"15",1,512,0.6,0.413339286592234,0.43404949896157,0.744959666963504,0.434675954673983
"16",1,512,0.6,0.413339286592234,0.383002680544554,0.734238683804092,0.349006047823484
"17",1,512,0.6,0.413339286592234,0.388897471952012,0.746532229816392,0.416886741596877
"18",1,512,0.6,0.413339286592234,0.485563824189846,0.605709807178885,0.415937901952512
"19",1,512,0.6,0.413339286592234,0.337441131870401,0.735364439321401,0.332703203725127
"20",1,512,0.6,0.413339286592234,0.449038058194563,0.601199991086425,0.435747017314206
"21",1,512,0.6,0.413339286592234,0.421160022737789,0.751928433512983,0.387432211266852
"22",1,512,0.6,0.413339286592234,0.418856956156377,0.745465154006348,0.426267479800115
"23",1,512,0.6,0.413339286592234,0.459978581267829,0.774616833906626,0.47066374258192
"24",1,512,0.6,0.413339286592234,0.447532695561715,0.765237671896978,0.386701615239845
"25",1,512,0.6,0.413339286592234,0.413382707086065,0.742654676837922,0.430321506618743
"26",1,512,0.6,0.413339286592234,0.40458301172854,0.729810259378866,0.398209651087349
"27",1,512,0.6,0.413339286592234,0.480463665019815,0.983955736402595,0.497608658711731
"28",1,512,0.6,0.413339286592234,0.404933047248423,0.754552912973956,0.394252814854635
"29",1,512,0.6,0.413339286592234,0.466090710979571,0.767846912204292,0.430315109062002
"30",1,512,0.6,0.413339286592234,0.382222097828874,0.760447347868551,0.380780551497673
"31",1,512,0.6,0.413339286592234,0.434186827441956,0.597720039358528,0.419459124809009
"32",1,512,0.6,0.413339286592234,0.470153118249976,0.762545580145415,0.448313174802982
"33",1,512,0.6,0.413339286592234,0.418243182078787,0.75534171435251,0.418482097375535
"34",1,512,0.6,0.413339286592234,0.459544932864895,0.750849971840288,0.403967827965399
"35",1,512,0.6,0.413339286592234,0.398058597964891,0.743752955793781,0.386582348620939
"36",1,512,0.6,0.413339286592234,0.367023982164024,0.732847960483736,0.363300999179231
"37",1,512,0.6,0.413339286592234,0.416247748422174,0.759407616521938,0.446271506141474
"38",1,512,0.6,0.413339286592234,0.40498192536533,0.768031805025487,0.432416360308475
"39",1,512,0.6,0.413339286592234,0.416542876662806,0.7817732824377,0.441264059968043
"40",1,512,0.6,0.413339286592234,0.488319687819507,0.614465292830399,0.407728296101274
"41",1,512,0.6,0.413339286592234,0.333122111326866,0.554072657186174,0.317918611945483
"42",1,512,0.6,0.413339286592234,0.410842002403865,0.757085884207848,0.399000180179352
"43",1,512,0.6,0.413339286592234,0.402425873303405,0.737899882547052,0.379193682949553
"44",1,512,0.6,0.413339286592234,0.415500211766616,0.757993651367654,0.42161950795585
"45",1,512,0.6,0.413339286592234,0.354013973978177,0.739274323904983,0.358471005515317
"46",1,512,0.6,0.413339286592234,0.466233545505588,0.610649489971694,0.41369405200045
"47",1,512,0.6,0.413339286592234,0.427336113656373,0.748800403978325,0.414655109905642
"48",1,512,0.6,0.413339286592234,0.365795363117811,0.752012905386959,0.388310564225683
"49",1,512,0.6,0.413339286592234,0.452776183831489,0.770589678902479,0.450714205561971
"50",1,512,0.6,0.413339286592234,0.391840249116504,0.752135083399231,0.401994206110956
"51",1,512,0.6,0.413339286592234,0.351958079832054,0.560833080220701,0.362834908922987
