"","pat","n","rho","true","fmi","jmi","emi"
"1",5,256,0,0,0.0104721990336326,0.11661722642121,0.00175537806430079
"2",5,256,0,0,0.00603298323808331,0.00199600131286224,0.0055003712855498
"3",5,256,0,0,0.0280866561178347,0.00202672410407424,-0.0464729729856759
"4",5,256,0,0,0.0047142950162761,0.0112388603388698,-0.0153792020344794
"5",5,256,0,0,0.00133875202923273,0.00221988447467349,-0.0318088976247478
"6",5,256,0,0,0.0319306492311354,0.449469837309405,-0.0155009072561052
"7",5,256,0,0,0.0473145929640919,0.0221817888975639,-0.0104782885645151
"8",5,256,0,0,0.00417065942288705,0.00226730719463808,-0.0253544210914932
"9",5,256,0,0,0.00920135917647981,0.42606969491634,-0.0204063646140954
"10",5,256,0,0,0.012272815039557,0.00260315482368357,-0.0477553029479784
"11",5,256,0,0,0.00036487581043057,0.159171659034948,-0.0103361488663072
"12",5,256,0,0,0.0118775816694466,0.110190800873175,-0.00609513659731699
"13",5,256,0,0,0.0344151712403787,0.0527137620189515,0.0235058190314975
"14",5,256,0,0,0.0209400812496178,0.062028328066827,-0.0307716732045042
"15",5,256,0,0,0.016759178881552,0.00199255510639767,-0.00247698358725282
"16",5,256,0,0,0.0434381274057114,0.00296534449832389,-0.00219211238095314
"17",5,256,0,0,0.0404894766310598,0.113807163266716,0.0129465544816508
"18",5,256,0,0,0.0291329909479812,0.00188879736840987,0.0244902879842181
"19",5,256,0,0,0.0232238590006166,0.01322043070292,-0.0323671178084345
"20",5,256,0,0,0.0057603075399501,0.00207791139953999,-0.021425963640572
"21",5,256,0,0,0.0412508478606893,0.0288573805190019,-0.0172982931888046
"22",5,256,0,0,0.0279990334934587,0.0043031414236204,-0.027578345202311
"23",5,256,0,0,0.00345801648461283,0.00214159934095664,-0.0215673940054335
"24",5,256,0,0,0.0143159071298962,0.0641004131487568,-0.0145332334375847
"25",5,256,0,0,0.0141343092129214,0.00217368543579284,-0.0425419800261407
"26",5,256,0,0,0.0303859750298829,0.0022388768815179,-0.0337907973061867
"27",5,256,0,0,0.0189940688532316,0.00211605790025755,-0.0172099944838461
"28",5,256,0,0,0.000822788273595748,0.00194999994063655,-0.0361947866759325
"29",5,256,0,0,0.00595431179116451,0.00183524274971476,-0.00935348913789893
"30",5,256,0,0,0.00857417676281182,0.00338649905902915,-0.0293614786272034
"31",5,256,0,0,0.0111480042997628,0.00231938544346298,-0.0519637129930617
"32",5,256,0,0,0.0267585552708705,0.00204991305118612,0.0177749191672642
"33",5,256,0,0,0.0235087556892835,0.151634738984629,-0.0250668960946722
"34",5,256,0,0,0.0092819672012503,0.0312106689228048,0.00149540910387976
"35",5,256,0,0,0.00416026791002277,0.00263253107939579,-0.00365992586221373
"36",5,256,0,0,0.0195150330338983,0.0151802644686389,-0.0287732509893872
"37",5,256,0,0,0.00709184847788955,0.0839130282844974,0.0109751704043984
"38",5,256,0,0,0.0327125134075702,0.00212538056172439,-0.0484189357742725
"39",5,256,0,0,0.0167305353200698,0.00959567374480653,-0.032428776754523
"40",5,256,0,0,0.0110845792099195,0.00229731613009015,-0.0233751781517081
"41",5,256,0,0,0.0238925262983949,0.00302726063115668,0.00874006352706531
"42",5,256,0,0,0.00566707547524153,0.00213239469030504,-0.0360852944058361
"43",5,256,0,0,0.0247692171953642,0.0103732949120398,0.0105069442968196
"44",5,256,0,0,0.044922250327231,0.00236385046805529,-0.0169679892089391
"45",5,256,0,0,0.0136587760758767,0.0475165726217041,-0.0207915809087051
"46",5,256,0,0,0.00801251512027434,0.00234083561761031,-0.0301645255656249
"47",5,256,0,0,0.0128122207870777,0.00237274614226688,-0.0285945097824966
"48",5,256,0,0,0.0232665240028407,0.039145388827818,-0.00610882738644592
"49",5,256,0,0,0.00213573870616977,0.0614830837097874,-0.0222761523461394
"50",5,256,0,0,0.00374026386157661,0.12141812742784,-0.0417279750371252
"51",5,256,0,0,0.0154858274573934,0.00206623728480716,0.0059454809053523
"52",5,256,0,0,0.0284804056610341,0.0027249870396027,-0.0379421957913977
"53",5,256,0,0,0.00174557602466227,0.11259537700356,0.00011722727334429
"54",5,256,0,0,0.0292541377734482,0.00215146750568822,-0.0100610344441009
"55",5,256,0,0,0.00701507155188369,0.0808822615034665,-0.0186744807767713
"56",5,256,0,0,0.0103629403239222,0.00204607418275242,-0.0277632063871485
"57",5,256,0,0,0.0325035352160431,0.00339935711621523,-0.0232219883923051
"58",5,256,0,0,0.0290831299902272,0.0696125191303048,0.0210693295633749
"59",5,256,0,0,0.00764162952838596,0.00480285826476948,-0.0461769884075953
"60",5,256,0,0,0.0120573707489572,0.015167702508624,-0.0345398610446836
"61",5,256,0,0,0.00489710219901439,0.0273608848529713,-0.0267302506568644
"62",5,256,0,0,0.0135467951895329,0.00820515457499498,0.00431390715933838
"63",5,256,0,0,0.000531482400349573,0.00216226039161008,-0.0100750261713307
"64",5,256,0,0,0.000896559941800948,0.0027943434657657,-0.0219765096345949
"65",5,256,0,0,0.00241157857763613,0.00224472718988596,-0.0251787573875079
"66",5,256,0,0,0.00961764118577368,0.00219070409860888,-0.0211930793137294
"67",5,256,0,0,0.0193611037660976,0.00225311250524187,0.00429119696960354
"68",5,256,0,0,0.00679541881524315,0.00209790911254817,-0.0159638535595488
"69",5,256,0,0,0.0130924187179173,0.00235586322669184,-0.0415209749066989
"70",5,256,0,0,0.00486816616034913,0.162842314197781,-0.0123615700917863
"71",5,256,0,0,0.00310138479323474,0.00205949945295409,-0.0351627655084683
"72",5,256,0,0,0.00741290525413527,0.00943102647874074,-0.0459396490234837
"73",5,256,0,0,0.01064243867603,0.00205618320157193,-0.0282408442366915
"74",5,256,0,0,0.016374681480086,0.00199575785298335,-0.00861342120717304
"75",5,256,0,0,0.0014939633566276,0.00218336966276198,-0.0446136634108965
"76",5,256,0,0,0.0864659176796994,0.0875833336253627,0.0455798645905101
"77",5,256,0,0,0.0419677398618446,0.00270414530916962,-0.0357588759750326
"78",5,256,0,0,0.00354005469925159,0.0163819745199772,-0.00979055776008877
"79",5,256,0,0,0.0162678480318733,0.115380171215989,-0.00289374310179003
"80",5,256,0,0,0.00339253232214423,0.0238127907320997,-0.0197362362104948
"81",5,256,0,0,0.012736203572514,0.00410386355802764,-0.0207517029269415
"82",5,256,0,0,0.00331803613873098,0.0151909349781546,-0.0168044838499435
"83",5,256,0,0,0.00944026689276969,0.00214236439357926,0.0110291785481045
"84",5,256,0,0,0.000723367723172608,0.0158342730325216,-0.0444277673528082
"85",5,256,0,0,0.0191080888763367,0.00330678827962858,-0.0116498045883046
"86",5,256,0,0,0.0102349700787225,0.00190834345956318,-0.0160966023398639
"87",5,256,0,0,0.00429174262102305,0.00233112507396889,-0.0409263898800604
"88",5,256,0,0,0.00716087895270504,0.00506139154649772,-0.0367745390929659
"89",5,256,0,0,0.00829030210016102,0.0684032706680466,-0.0193792463540129
"90",5,256,0,0,0.000854934673569313,0.00207291444293093,-0.0524857593749884
"91",5,256,0,0,0.0104121418362586,0.00226746468360671,-0.0240447590135998
